FAIL	honest c1024/s0	null	{"pairing": "no record with this root_F"}
FAIL	honest c1024/s1 <- record l0000-5390	["non_producer", "prime"]	{"accepted": "accepted True, aborted None, reps [True, True]", "prime": "rc 1, accepted False, circuit pinned True, commitment pinned False, error commitment: bf16-ampere+blake3 [0, 1024) is not a pinned instance commitment, 0.0 s", "preserved": "proofs kept {'chain/rep0': True, 'chain/rep1': True}, want ['chain/rep0', 'chain/rep1']", "sigma": "hello \u03a3 0db5c2cf82f42a3097d306b8dbea189382835cbf
FAIL	honest c1024/s2 <- record l0001-5390	["non_producer", "prime"]	{"accepted": "accepted True, aborted None, reps [True, True]", "prime": "rc 1, accepted False, circuit pinned True, commitment pinned False, error commitment: bf16-ampere+blake3 [0, 1024) is not a pinned instance commitment, 0.0 s", "preserved": "proofs kept {'chain/rep0': True, 'chain/rep1': True}, want ['chain/rep0', 'chain/rep1']", "sigma": "hello \u03a3 0db5c2cf82f42a3097d306b8dbea189382835cbf
FAIL	honest c1024/s3 <- record l0002-5390	["non_producer", "prime"]	{"accepted": "accepted True, aborted None, reps [True, True]", "prime": "rc 1, accepted False, circuit pinned True, commitment pinned False, error commitment: bf16-ampere+blake3 [0, 1024) is not a pinned instance commitment, 0.0 s", "preserved": "proofs kept {'chain/rep0': True, 'chain/rep1': True}, want ['chain/rep0', 'chain/rep1']", "sigma": "hello \u03a3 0db5c2cf82f42a3097d306b8dbea189382835cbf
FAIL	honest c1024/s4 <- record l0003-5390	["non_producer", "prime"]	{"accepted": "accepted True, aborted None, reps [True, True]", "prime": "rc 1, accepted False, circuit pinned True, commitment pinned False, error commitment: bf16-ampere+blake3 [0, 1024) is not a pinned instance commitment, 0.0 s", "preserved": "proofs kept {'chain/rep0': True, 'chain/rep1': True}, want ['chain/rep0', 'chain/rep1']", "sigma": "hello \u03a3 0db5c2cf82f42a3097d306b8dbea189382835cbf
FAIL	honest c1024/s5 <- record l0004-5390	["non_producer", "prime"]	{"accepted": "accepted True, aborted None, reps [True, True]", "prime": "rc 1, accepted False, circuit pinned True, commitment pinned False, error commitment: bf16-ampere+blake3 [0, 1024) is not a pinned instance commitment, 0.0 s", "preserved": "proofs kept {'chain/rep0': True, 'chain/rep1': True}, want ['chain/rep0', 'chain/rep1']", "sigma": "hello \u03a3 0db5c2cf82f42a3097d306b8dbea189382835cbf
FAIL	neg fiat-shamir prime prover against the live verifier (hello pins prime: live-coins/v1)	null	{"records": [], "aborted": []}
FAIL	neg prime coins across sessions: proof c1024/s1 against record l0001-5390	["non_producer", "prime"]	{"flock_replay": "rc 0, accepted True, why '', 0.328433622 s", "prime": "rc 1, accepted False, circuit pinned True, commitment pinned False, error commitment: bf16-ampere+blake3 [0, 1024) is not a pinned instance commitment, 0.0 s"}
FAIL	tampered record: a prime coin word	["non_producer", "prime"]	{"flock_replay": "rc 0, accepted True, why '', 0.338578685 s", "prime": "rc 1, accepted False, circuit pinned True, commitment pinned False, error commitment: bf16-ampere+blake3 [0, 1024) is not a pinned instance commitment, 0.0 s"}
FAIL	tampered record: prime before_commit - 1	["non_producer", "prime"]	{"flock_replay": "rc 0, accepted True, why '', 0.332551874 s", "prime": "rc 1, accepted False, circuit pinned True, commitment pinned False, error commitment: bf16-ampere+blake3 [0, 1024) is not a pinned instance commitment, 0.0 s"}
FAIL	tampered record: a prime state	["non_producer", "prime"]	{"flock_replay": "rc 0, accepted True, why '', 0.341409649 s", "prime": "rc 1, accepted False, circuit pinned True, commitment pinned False, error commitment: bf16-ampere+blake3 [0, 1024) is not a pinned instance commitment, 0.0 s"}
FAIL	tampered record: a Flock coin	["flock_replay", "non_producer", "prime"]	{"flock_replay": "rc 1, accepted False, why 'Zerocheck(SumcheckFinalFailed)', 0.328889021 s", "prime": "rc 1, accepted False, circuit pinned True, commitment pinned False, error commitment: bf16-ampere+blake3 [0, 1024) is not a pinned instance commitment, 0.0 s"}
PASS	tampered record: a committed public word (hash re-sealed)	["flock_replay", "non_producer", "prime"]	{"flock_replay": "rc 1, accepted False, why 'record: C4: the public chunk values of leaf 0 do not hash to its digest', 0.002070463 s", "replayable": "root_f, root_b ['chain'], publics [196608] bytes"}
PASS	tampered record: y (link_sha256 re-sealed)	["flock_replay", "non_producer", "prime"]	{"flock_replay": "rc 1, accepted False, why 'PcsOpen(RingSwitch(ClaimMismatch))', 0.30798773 s", "prime": "rc 1, accepted False, circuit pinned True, commitment pinned False, error commitment: bf16-ampere+blake3 [0, 1024) is not a pinned instance commitment, 0.0 s"}
PASS	tampered record: prime rounds dropped (a Fiat-Shamir record)	["flock_replay", "non_producer", "prime", "prime_live"]	{"prime": "rc 1, accepted False, circuit pinned True, commitment pinned None, error link: --require-live-coins: no prime_coins.txt (the prime proof's coins would be its own Fiat-Shamir), 0.0 s", "prime_live": "prime_live True, hello 'live-coins/v1', 0 rounds, before_commit None, well formed True"}
